# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2923  [002] .... 250307.107024: tracing_mark_write: start dd
              dd-2924  [001] ...1 250307.112324: mmc_blk_open <-__blkdev_get
              dd-2924  [001] ...1 250307.112330: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-2924  [001] ...1 250307.112423: mmc_init_request <-alloc_request_size
    kworker/1:1H-103   [001] d..2 250307.112483: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 250307.112504: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 250307.112506: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 250307.112510: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250307.112511: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.112519: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.112521: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250307.112523: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250307.112526: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250307.112530: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250307.112532: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 250307.112534: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 250307.112540: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 250307.112550: mmc_request_start: mmc0: start struct mmc_request[ffffffc037298d40]: cmd_opcode=24 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 250307.112560: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 250307.112564: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 250307.112570: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 250307.112572: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [003] d..1 250307.112573: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 250307.112574: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [003] d..1 250307.112575: bcm2835_sdhost_send_command: write:SDARG:00000800
         mmcqd/0-339   [003] d..1 250307.112577: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [003] d..1 250307.112580: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 250307.112582: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 250307.112584: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [002] d.H2 250307.112590: bcm2835_sdhost_irq: read:SDHSTS:00000001
          <idle>-0     [002] d.H2 250307.112593: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.H2 250307.112596: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [002] d.H3 250307.112601: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [002] d.H3 250307.112603: bcm2835_sdhost_transfer_pio: write:SDDATA:7a7bc347
          <idle>-0     [002] d.H3 250307.112604: bcm2835_sdhost_transfer_pio: write:SDDATA:97924ff2
          <idle>-0     [002] d.H3 250307.112605: bcm2835_sdhost_transfer_pio: write:SDDATA:f3019544
          <idle>-0     [002] d.H3 250307.112606: bcm2835_sdhost_transfer_pio: write:SDDATA:44ab2626
          <idle>-0     [002] d.H3 250307.112607: bcm2835_sdhost_transfer_pio: write:SDDATA:deef73c3
         mmcqd/0-339   [003] ...1 250307.112608: mmc_blk_issue_rq <-mmc_queue_thread
          <idle>-0     [002] d.H3 250307.112608: bcm2835_sdhost_transfer_pio: write:SDDATA:8f4cdc50
         mmcqd/0-339   [003] ...1 250307.112609: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
          <idle>-0     [002] d.H3 250307.112609: bcm2835_sdhost_transfer_pio: write:SDDATA:cfd565f9
         mmcqd/0-339   [003] ...1 250307.112610: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.H3 250307.112611: bcm2835_sdhost_transfer_pio: write:SDDATA:d9d6b031
          <idle>-0     [002] d.H3 250307.112612: bcm2835_sdhost_transfer_pio: write:SDDATA:3266e8d4
          <idle>-0     [002] d.H3 250307.112613: bcm2835_sdhost_transfer_pio: write:SDDATA:8385e4ec
          <idle>-0     [002] d.H3 250307.112614: bcm2835_sdhost_transfer_pio: write:SDDATA:a11fcd1e
          <idle>-0     [002] d.H3 250307.112615: bcm2835_sdhost_transfer_pio: write:SDDATA:aa11752c
          <idle>-0     [002] d.H3 250307.112616: bcm2835_sdhost_transfer_pio: write:SDDATA:3c2a4c27
          <idle>-0     [002] d.H3 250307.112617: bcm2835_sdhost_transfer_pio: write:SDDATA:41d3f2ee
          <idle>-0     [002] d.H3 250307.112618: bcm2835_sdhost_transfer_pio: write:SDDATA:1c2f9fdb
          <idle>-0     [002] d.H3 250307.112620: bcm2835_sdhost_transfer_pio: write:SDDATA:854de9cd
          <idle>-0     [002] d.H3 250307.112621: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [002] d.H3 250307.112622: bcm2835_sdhost_transfer_pio: write:SDDATA:903a0948
          <idle>-0     [002] d.H3 250307.112623: bcm2835_sdhost_transfer_pio: write:SDDATA:84981a83
          <idle>-0     [002] d.H3 250307.112624: bcm2835_sdhost_transfer_pio: write:SDDATA:fbadb865
          <idle>-0     [002] d.H3 250307.112625: bcm2835_sdhost_transfer_pio: write:SDDATA:d5817719
          <idle>-0     [002] d.H3 250307.112626: bcm2835_sdhost_transfer_pio: write:SDDATA:8f0df61e
          <idle>-0     [002] d.H3 250307.112627: bcm2835_sdhost_transfer_pio: write:SDDATA:b7ef8ce8
          <idle>-0     [002] d.H3 250307.112629: bcm2835_sdhost_transfer_pio: write:SDDATA:88d88e33
          <idle>-0     [002] d.H3 250307.112630: bcm2835_sdhost_transfer_pio: write:SDDATA:e46d5932
          <idle>-0     [002] d.H3 250307.112631: bcm2835_sdhost_transfer_pio: write:SDDATA:f63bf742
          <idle>-0     [002] d.H3 250307.112632: bcm2835_sdhost_transfer_pio: write:SDDATA:dfb07498
          <idle>-0     [002] d.H3 250307.112633: bcm2835_sdhost_transfer_pio: write:SDDATA:4ca75d07
          <idle>-0     [002] d.H3 250307.112634: bcm2835_sdhost_transfer_pio: write:SDDATA:1dcc1474
          <idle>-0     [002] d.H3 250307.112635: bcm2835_sdhost_transfer_pio: write:SDDATA:ed384a6e
          <idle>-0     [002] d.H3 250307.112636: bcm2835_sdhost_transfer_pio: write:SDDATA:1c7ed6d3
