# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2971  [001] .... 250307.987449: tracing_mark_write: start dd
     irq/77-mmc1-93    [002] ...1 250307.991877: mmc_io_rw_direct <-process_sdio_pending_irqs
     irq/77-mmc1-93    [002] ...1 250307.991887: mmc_io_rw_direct_host <-mmc_io_rw_direct
     irq/77-mmc1-93    [002] ...1 250307.991890: mmc_wait_for_cmd <-mmc_io_rw_direct_host
     irq/77-mmc1-93    [002] ...1 250307.991893: mmc_wait_for_req <-mmc_wait_for_cmd
     irq/77-mmc1-93    [002] ...1 250307.991895: mmc_start_request <-mmc_wait_for_req
     irq/77-mmc1-93    [002] ...1 250307.991898: mmc_retune_hold <-mmc_start_request
     irq/77-mmc1-93    [002] ...1 250307.991900: mmc_retune <-__mmc_start_request
     irq/77-mmc1-93    [002] ...1 250307.991920: mmc_wait_for_req_done <-mmc_wait_for_req
          <idle>-0     [000] ..s2 250307.991930: mmc_request_done <-bcm2835_mmc_tasklet_finish
          <idle>-0     [000] ..s2 250307.991938: mmc_wait_done <-mmc_request_done
     irq/77-mmc1-93    [002] ...1 250307.991946: mmc_retune_release <-mmc_wait_for_req_done
     irq/77-mmc1-93    [002] ...1 250307.991959: mmc_io_rw_extended <-sdio_io_rw_ext_helper
     irq/77-mmc1-93    [002] ...1 250307.991963: mmc_set_data_timeout <-mmc_io_rw_extended
     irq/77-mmc1-93    [002] ...1 250307.991964: mmc_wait_for_req <-mmc_io_rw_extended
     irq/77-mmc1-93    [002] ...1 250307.991965: mmc_start_request <-mmc_wait_for_req
     irq/77-mmc1-93    [002] ...1 250307.991966: mmc_retune_hold <-mmc_start_request
     irq/77-mmc1-93    [002] ...1 250307.991967: mmc_retune <-__mmc_start_request
     irq/77-mmc1-93    [002] ...1 250307.991981: mmc_wait_for_req_done <-mmc_wait_for_req
