# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2939  [002] .... 250307.366928: tracing_mark_write: start dd
              dd-2940  [001] ...1 250307.372346: mmc_blk_open <-__blkdev_get
              dd-2940  [001] ...1 250307.372358: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-2940  [001] ...1 250307.372457: mmc_init_request <-alloc_request_size
    kworker/1:1H-103   [001] d..2 250307.372514: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 250307.372538: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 250307.372542: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 250307.372548: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250307.372550: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.372559: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.372561: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250307.372563: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250307.372565: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250307.372569: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250307.372572: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 250307.372573: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 250307.372594: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 250307.372612: mmc_request_start: mmc0: start struct mmc_request[ffffffc037298d40]: cmd_opcode=24 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 250307.372622: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 250307.372627: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 250307.372633: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 250307.372635: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [003] d..1 250307.372636: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [003] d..1 250307.372637: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [003] d..1 250307.372638: bcm2835_sdhost_send_command: write:SDARG:00000800
         mmcqd/0-339   [003] d..1 250307.372641: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [003] d..1 250307.372643: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [003] d..1 250307.372644: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [003] d..1 250307.372646: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
          <idle>-0     [002] d.h2 250307.372650: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [003] ...1 250307.372650: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250307.372651: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250307.372652: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [002] d.h2 250307.372654: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [002] d.h2 250307.372656: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [002] d.h3 250307.372664: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [002] d.h3 250307.372665: bcm2835_sdhost_transfer_pio: write:SDDATA:fef362b7
          <idle>-0     [002] d.h3 250307.372666: bcm2835_sdhost_transfer_pio: write:SDDATA:8c831880
          <idle>-0     [002] d.h3 250307.372668: bcm2835_sdhost_transfer_pio: write:SDDATA:9c61a3e0
          <idle>-0     [002] d.h3 250307.372669: bcm2835_sdhost_transfer_pio: write:SDDATA:6ba1ebed
          <idle>-0     [002] d.h3 250307.372670: bcm2835_sdhost_transfer_pio: write:SDDATA:9eac030b
          <idle>-0     [002] d.h3 250307.372672: bcm2835_sdhost_transfer_pio: write:SDDATA:3defdd70
          <idle>-0     [002] d.h3 250307.372673: bcm2835_sdhost_transfer_pio: write:SDDATA:2c142340
          <idle>-0     [002] d.h3 250307.372674: bcm2835_sdhost_transfer_pio: write:SDDATA:cd1bdfc8
          <idle>-0     [002] d.h3 250307.372676: bcm2835_sdhost_transfer_pio: write:SDDATA:92e60c78
          <idle>-0     [002] d.h3 250307.372677: bcm2835_sdhost_transfer_pio: write:SDDATA:58ad755e
          <idle>-0     [002] d.h3 250307.372678: bcm2835_sdhost_transfer_pio: write:SDDATA:648da989
          <idle>-0     [002] d.h3 250307.372679: bcm2835_sdhost_transfer_pio: write:SDDATA:e44f8c1e
          <idle>-0     [002] d.h3 250307.372680: bcm2835_sdhost_transfer_pio: write:SDDATA:2596e144
