# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2931  [000] .... 250307.237218: tracing_mark_write: start dd
              dd-2932  [003] ...1 250307.242065: mmc_blk_open <-__blkdev_get
              dd-2932  [003] ...1 250307.242073: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-2932  [003] ...1 250307.242177: mmc_init_request <-alloc_request_size
    kworker/3:1H-100   [003] d..2 250307.242226: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [000] d..2 250307.242255: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [000] d..2 250307.242260: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [000] ...1 250307.242263: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [000] ...1 250307.242265: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250307.242272: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250307.242274: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 250307.242276: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 250307.242278: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 250307.242282: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 250307.242285: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [000] ...1 250307.242286: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [000] ...1 250307.242293: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [000] .... 250307.242302: mmc_request_start: mmc0: start struct mmc_request[ffffffc03715e140]: cmd_opcode=24 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [000] d..1 250307.242316: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [000] d..1 250307.242324: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [000] d..1 250307.242329: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [000] d..1 250307.242331: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [000] d..1 250307.242332: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [000] d..1 250307.242333: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [000] d..1 250307.242335: bcm2835_sdhost_send_command: write:SDARG:00000800
         mmcqd/0-339   [000] d..1 250307.242337: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [000] d..1 250307.242339: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [000] d..1 250307.242340: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [000] d..1 250307.242342: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [000] ...1 250307.242347: mmc_blk_issue_rq <-mmc_queue_thread
          <idle>-0     [001] d.h2 250307.242347: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [000] ...1 250307.242348: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250307.242349: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [001] d.h2 250307.242351: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [001] d.h2 250307.242354: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [001] d.h3 250307.242359: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [001] d.h3 250307.242361: bcm2835_sdhost_transfer_pio: write:SDDATA:6be81032
          <idle>-0     [001] d.h3 250307.242362: bcm2835_sdhost_transfer_pio: write:SDDATA:67c524b2
