# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-2907  [002] .... 250306.821029: tracing_mark_write: start dd
              dd-2908  [002] ...1 250306.826615: mmc_blk_open <-__blkdev_get
              dd-2908  [002] ...1 250306.826621: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-2908  [002] ...1 250306.826723: mmc_init_request <-alloc_request_size
    kworker/2:1H-101   [002] d..2 250306.826777: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [000] d..2 250306.826804: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [000] d..2 250306.826807: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [000] ...1 250306.826810: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [000] ...1 250306.826812: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250306.826819: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250306.826821: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 250306.826823: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 250306.826826: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [000] ...1 250306.826830: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [000] ...1 250306.826832: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [000] ...1 250306.826833: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [000] ...1 250306.826840: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [000] .... 250306.826858: mmc_request_start: mmc0: start struct mmc_request[ffffffc037248140]: cmd_opcode=24 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=0 stop_arg=0x0 stop_flags=0x0 stop_retries=0 sbc_opcode=0 sbc_arg=0x0 sbc_flags=0x0 sbc_retires=0 blocks=1 block_size=512 blk_addr=0 data_flags=0x100 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [000] d..1 250306.826871: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [000] d..1 250306.826876: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [000] d..1 250306.826880: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [000] d..1 250306.826882: bcm2835_sdhost_send_command: write:SDHCFG:0000041e
         mmcqd/0-339   [000] d..1 250306.826884: bcm2835_sdhost_send_command: write:SDHBCT:00000200
         mmcqd/0-339   [000] d..1 250306.826885: bcm2835_sdhost_send_command: write:SDHBLC:00000001
         mmcqd/0-339   [000] d..1 250306.826886: bcm2835_sdhost_send_command: write:SDARG:00000800
         mmcqd/0-339   [000] d..1 250306.826888: bcm2835_sdhost_send_command: write:SDCMD:00008098
         mmcqd/0-339   [000] d..1 250306.826890: bcm2835_sdhost_finish_command: read:SDCMD:00008098
         mmcqd/0-339   [000] d..1 250306.826892: bcm2835_sdhost_finish_command: read:SDCMD:00000098
         mmcqd/0-339   [000] d..1 250306.826893: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [000] ...1 250306.826898: mmc_blk_issue_rq <-mmc_queue_thread
          <idle>-0     [003] d.h2 250306.826898: bcm2835_sdhost_irq: read:SDHSTS:00000001
         mmcqd/0-339   [000] ...1 250306.826899: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [000] ...1 250306.826900: mmc_start_areq <-mmc_blk_issue_rw_rq
          <idle>-0     [003] d.h2 250306.826902: bcm2835_sdhost_irq: write:SDHSTS:00000701
          <idle>-0     [003] d.h2 250306.826904: bcm2835_sdhost_irq: write:SDHCFG:0000050e
          <idle>-0     [003] d.h3 250306.826911: bcm2835_sdhost_transfer_pio: read:SDEDM:0001080a
          <idle>-0     [003] d.h3 250306.826913: bcm2835_sdhost_transfer_pio: write:SDDATA:df814a5a
          <idle>-0     [003] d.h3 250306.826914: bcm2835_sdhost_transfer_pio: write:SDDATA:63cfdaf2
          <idle>-0     [003] d.h3 250306.826916: bcm2835_sdhost_transfer_pio: write:SDDATA:5852a010
          <idle>-0     [003] d.h3 250306.826917: bcm2835_sdhost_transfer_pio: write:SDDATA:76f1bd9a
          <idle>-0     [003] d.h3 250306.826919: bcm2835_sdhost_transfer_pio: write:SDDATA:4bb6c0ac
          <idle>-0     [003] d.h3 250306.826920: bcm2835_sdhost_transfer_pio: write:SDDATA:05b136cf
          <idle>-0     [003] d.h3 250306.826921: bcm2835_sdhost_transfer_pio: write:SDDATA:d09c77bf
          <idle>-0     [003] d.h3 250306.826922: bcm2835_sdhost_transfer_pio: write:SDDATA:5a788c7a
          <idle>-0     [003] d.h3 250306.826923: bcm2835_sdhost_transfer_pio: write:SDDATA:ec28633c
          <idle>-0     [003] d.h3 250306.826924: bcm2835_sdhost_transfer_pio: write:SDDATA:b88dbeb1
          <idle>-0     [003] d.h3 250306.826925: bcm2835_sdhost_transfer_pio: write:SDDATA:953c5d8b
          <idle>-0     [003] d.h3 250306.826927: bcm2835_sdhost_transfer_pio: write:SDDATA:989260c9
          <idle>-0     [003] d.h3 250306.826928: bcm2835_sdhost_transfer_pio: write:SDDATA:56845db3
          <idle>-0     [003] d.h3 250306.826929: bcm2835_sdhost_transfer_pio: write:SDDATA:d2b480a4
          <idle>-0     [003] d.h3 250306.826930: bcm2835_sdhost_transfer_pio: write:SDDATA:d1d20569
          <idle>-0     [003] d.h3 250306.826931: bcm2835_sdhost_transfer_pio: write:SDDATA:a7f5dcde
          <idle>-0     [003] d.h3 250306.826932: bcm2835_sdhost_transfer_pio: read:SDEDM:00010803
          <idle>-0     [003] d.h3 250306.826933: bcm2835_sdhost_transfer_pio: write:SDDATA:152b6d57
          <idle>-0     [003] d.h3 250306.826934: bcm2835_sdhost_transfer_pio: write:SDDATA:b0c200b5
          <idle>-0     [003] d.h3 250306.826936: bcm2835_sdhost_transfer_pio: write:SDDATA:d3f8a55d
          <idle>-0     [003] d.h3 250306.826937: bcm2835_sdhost_transfer_pio: write:SDDATA:73cdc104
          <idle>-0     [003] d.h3 250306.826938: bcm2835_sdhost_transfer_pio: write:SDDATA:3bdd744f
          <idle>-0     [003] d.h3 250306.826939: bcm2835_sdhost_transfer_pio: write:SDDATA:1339949c
          <idle>-0     [003] d.h3 250306.826940: bcm2835_sdhost_transfer_pio: write:SDDATA:498ac93a
          <idle>-0     [003] d.h3 250306.826941: bcm2835_sdhost_transfer_pio: write:SDDATA:5ea9b86f
          <idle>-0     [003] d.h3 250306.826942: bcm2835_sdhost_transfer_pio: write:SDDATA:96a1f139
          <idle>-0     [003] d.h3 250306.826943: bcm2835_sdhost_transfer_pio: write:SDDATA:b9f70cee
          <idle>-0     [003] d.h3 250306.826944: bcm2835_sdhost_transfer_pio: write:SDDATA:40e62d38
          <idle>-0     [003] d.h3 250306.826946: bcm2835_sdhost_transfer_pio: write:SDDATA:acc426ab
          <idle>-0     [003] d.h3 250306.826947: bcm2835_sdhost_transfer_pio: write:SDDATA:ac25f708
