# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3039  [001] .... 250516.310399: tracing_mark_write: start dd
              dd-3040  [002] ...1 250516.315729: mmc_blk_open <-__blkdev_get
              dd-3040  [002] ...1 250516.315735: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-3040  [002] ...1 250516.315846: mmc_init_request <-alloc_request_size
    kworker/2:1H-101   [002] d..2 250516.315905: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [001] d..2 250516.315928: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [001] d..2 250516.315931: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [001] ...1 250516.315936: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [001] ...1 250516.315939: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [001] ...1 250516.315950: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [001] ...1 250516.315952: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [001] ...1 250516.315956: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [001] ...1 250516.315958: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [001] ...1 250516.315962: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [001] ...1 250516.315964: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [001] ...1 250516.315965: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [001] ...1 250516.315973: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [001] .... 250516.315984: mmc_request_start: mmc0: start struct mmc_request[ffffffc03724a940]: cmd_opcode=18 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x95 stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x200 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [001] d..1 250516.316012: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [001] d..1 250516.316017: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [001] d..1 250516.316022: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [001] d..1 250516.316023: bcm2835_sdhost_send_command: write:SDARG:00000008
         mmcqd/0-339   [001] d..1 250516.316025: bcm2835_sdhost_send_command: write:SDCMD:00008017
         mmcqd/0-339   [001] d..1 250516.316027: bcm2835_sdhost_finish_command: read:SDCMD:00008017
         mmcqd/0-339   [001] d..1 250516.316029: bcm2835_sdhost_finish_command: read:SDCMD:00000017
         mmcqd/0-339   [001] d..1 250516.316031: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [001] d..1 250516.316033: bcm2835_sdhost_send_command: read:SDCMD:00000017
         mmcqd/0-339   [001] d..1 250516.316034: bcm2835_sdhost_send_command: read:SDHSTS:00000000
