# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3055  [000] .... 250516.542351: tracing_mark_write: start dd
              dd-3056  [000] ...1 250516.547746: mmc_blk_open <-__blkdev_get
              dd-3056  [000] ...1 250516.547751: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-3056  [000] ...1 250516.547868: mmc_init_request <-alloc_request_size
    kworker/0:1H-102   [000] d..2 250516.547909: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 250516.547937: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 250516.547940: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 250516.547943: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250516.547945: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250516.547952: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250516.547954: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250516.547957: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250516.547959: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250516.547963: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250516.547965: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 250516.547967: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 250516.547981: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 250516.547998: mmc_request_start: mmc0: start struct mmc_request[ffffffc0369bc940]: cmd_opcode=18 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x95 stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x200 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 250516.548021: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 250516.548025: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 250516.548028: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 250516.548029: bcm2835_sdhost_send_command: write:SDARG:00000008
         mmcqd/0-339   [003] d..1 250516.548031: bcm2835_sdhost_send_command: write:SDCMD:00008017
         mmcqd/0-339   [003] d..1 250516.548033: bcm2835_sdhost_finish_command: read:SDCMD:00008017
         mmcqd/0-339   [003] d..1 250516.548034: bcm2835_sdhost_finish_command: read:SDCMD:00008017
         mmcqd/0-339   [003] d..1 250516.548036: bcm2835_sdhost_finish_command: read:SDCMD:00000017
         mmcqd/0-339   [003] d..1 250516.548039: bcm2835_sdhost_finish_command: read:SDRSP0:00000900
         mmcqd/0-339   [003] d..1 250516.548042: bcm2835_sdhost_send_command: read:SDCMD:00000017
         mmcqd/0-339   [003] d..1 250516.548043: bcm2835_sdhost_send_command: read:SDHSTS:00000000
