# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3047  [001] .... 250516.428478: tracing_mark_write: start dd
              dd-3048  [000] ...1 250516.433873: mmc_blk_open <-__blkdev_get
              dd-3048  [000] ...1 250516.433879: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-3048  [000] ...1 250516.433997: mmc_init_request <-alloc_request_size
    kworker/0:1H-102   [000] d..2 250516.434047: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 250516.434067: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 250516.434069: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 250516.434072: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250516.434074: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250516.434081: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250516.434085: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250516.434089: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250516.434093: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250516.434101: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250516.434103: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 250516.434104: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 250516.434111: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 250516.434121: mmc_request_start: mmc0: start struct mmc_request[ffffffc0369bc540]: cmd_opcode=18 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x95 stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x200 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
