# tracer: function
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
             tee-3063  [003] .... 250517.066098: tracing_mark_write: start dd
              dd-3064  [002] ...1 250517.070942: mmc_blk_open <-__blkdev_get
              dd-3064  [002] ...1 250517.070948: mmc_blk_get.isra.0 <-mmc_blk_open
              dd-3064  [002] ...1 250517.071071: mmc_init_request <-alloc_request_size
    kworker/2:1H-101   [002] d..2 250517.071131: mmc_request_fn <-__blk_run_queue
         mmcqd/0-339   [003] d..2 250517.071156: mmc_prep_request <-blk_peek_request
         mmcqd/0-339   [003] d..2 250517.071158: mmc_access_rpmb <-mmc_prep_request
         mmcqd/0-339   [003] ...1 250517.071161: mmc_blk_issue_rq <-mmc_queue_thread
         mmcqd/0-339   [003] ...1 250517.071163: mmc_get_card <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250517.071174: mmc_blk_issue_rw_rq <-mmc_blk_issue_rq
         mmcqd/0-339   [003] ...1 250517.071176: mmc_blk_rw_rq_prep <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250517.071179: mmc_set_data_timeout <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250517.071183: mmc_queue_map_sg <-mmc_blk_rw_rq_prep
         mmcqd/0-339   [003] ...1 250517.071188: mmc_start_areq <-mmc_blk_issue_rw_rq
         mmcqd/0-339   [003] ...1 250517.071190: mmc_start_request <-mmc_start_areq
         mmcqd/0-339   [003] ...1 250517.071192: mmc_retune_hold <-mmc_start_request
         mmcqd/0-339   [003] ...1 250517.071199: mmc_retune <-__mmc_start_request
         mmcqd/0-339   [003] .... 250517.071209: mmc_request_start: mmc0: start struct mmc_request[ffffffc037249140]: cmd_opcode=18 cmd_arg=0x800 cmd_flags=0xb5 cmd_retries=0 stop_opcode=12 stop_arg=0x0 stop_flags=0x95 stop_retries=0 sbc_opcode=23 sbc_arg=0x8 sbc_flags=0x15 sbc_retires=0 blocks=8 block_size=512 blk_addr=0 data_flags=0x200 tag=0 can_retune=0 doing_retune=0 retune_now=0 need_retune=0 hold_retune=1 retune_period=0
         mmcqd/0-339   [003] d..1 250517.071234: bcm2835_sdhost_request: read:SDEDM:00010801
         mmcqd/0-339   [003] d..1 250517.071240: bcm2835_sdhost_send_command: read:SDCMD:0000000d
         mmcqd/0-339   [003] d..1 250517.071247: bcm2835_sdhost_send_command: read:SDHSTS:00000000
         mmcqd/0-339   [003] d..1 250517.071248: bcm2835_sdhost_send_command: write:SDARG:00000008
